title,address,link,Word
Tezet Tiermedizinisches Zentrum AG,"Frauenfelderstrasse 27, 8555 Müllheim Dorf",https://www.local.ch/fr/d/muellheim-dorf/8555/veterinaire/tezet-tiermedizinisches-zentrum-ag-SQX3BkbURpQo0NrpFifXhA,Vétérinaire
Tierarzt Attenberger GmbH,"Oberdorfstrasse 12, 5506 Mägenwil",https://www.local.ch/fr/d/maegenwil/5506/veterinaire/tierarzt-attenberger-gmbh-JEMKoHHVLZ7FWpNL9Mb6Xw,Vétérinaire
Tierarztpraxis am Homberg,"Elsastrasse 4, 4600 Olten",https://www.local.ch/fr/d/olten/4600/veterinaire/tierarztpraxis-am-homberg-_oUQHErfFEYyFQoi2_o0vA,Vétérinaire
Tierarztpraxis Biner Paul und Marie-M.,"Sonneckstrasse 2, 4416 Bubendorf",https://www.local.ch/fr/d/bubendorf/4416/veterinaire/tierarztpraxis-biner-paul-und-marie-m-3oTmwOClApO3PwZR9Vue3Q,Vétérinaire
Tierarztpraxis im Moos AG,"Romanshornerstrasse 224, 8580 Hefenhofen",https://www.local.ch/fr/d/hefenhofen/8580/veterinaire/tierarztpraxis-im-moos-ag-NQ968SlQflOSaHWBIGAEOw,Vétérinaire
Tierarztpraxis Mittelholzer AG,"Gaiserstrasse 15, 9050 Appenzell",https://www.local.ch/fr/d/appenzell/9050/veterinaire/tierarztpraxis-mittelholzer-ag-T-A2fwcvSCPzxrdDN7uGlg,Vétérinaire
Tierarztpraxis Seez AG,"Valitschaweg 1, 8881 Tscherlach",https://www.local.ch/fr/d/tscherlach/8881/veterinaire/tierarztpraxis-seez-ag-sTRRVaIkkTju8dwH98HcPA,Vétérinaire
Tierarztpraxis Theus Melanie,"Via Nova 27, 7013 Domat/Ems",https://www.local.ch/fr/d/domatems/7013/veterinaire/tierarztpraxis-theus-melanie-wTCQaW5B3SPNNQ9LjMeJNw,Vétérinaire
Tierarztpraxis Waldvogel AG,"Bahnhofstrasse 127, 6423 Seewen",https://www.local.ch/fr/d/alte-gasse-6423-seewen-sz/6423/veterinaire/tierarztpraxis-waldvogel-ag-lPy43A4P3e9ROEbNaE7OQg,Vétérinaire
Tierarztpraxis Wyland,"Weinlandstrasse 10, 8451 Kleinandelfingen",https://www.local.ch/fr/d/kleinandelfingen/8451/veterinaire/tierarztpraxis-wyland-PMgPnGWy0LvPBe3B7Ks2JA,Vétérinaire
Tierklinik im Fürtli AG,"Fürtli 970, 9107 Urnäsch",https://www.local.ch/fr/d/urnaesch/9107/veterinaire/tierklinik-im-fuertli-ag-P0To662gCHY6sqkRIdPs7w,Vétérinaire
Tierzentrum Tierärzte GmbH,"Diessenhoferstrasse 36, 8254 Basadingen",https://www.local.ch/fr/d/basadingen/8254/veterinaire/tierzentrum-tieraerzte-gmbh-pMtcZxI-oaJTCfIm23xtIg,Vétérinaire
Vet Kibo Sàrl,"Avenue Charles Ferdinand Ramuz 104, 1009 Pully",https://www.local.ch/fr/d/pully/1009/veterinaire/vet-kibo-sarl-l8wDA6sshjVC5ogENVCS4A,Vétérinaire
VetBobo Sàrl,"Avenue Charles-Ferdinand-Ramuz 104, 1009 Pully",https://www.local.ch/fr/d/pully/1009/veterinaire/vetbobo-sarl-Zx6_6qRMNV01LdfZhoxFxA,Vétérinaire
VetDaheim Kleintierpraxis GmbH,"Rainweg 6, 5425 Schneisingen",https://www.local.ch/fr/d/schneisingen/5425/veterinaire/vetdaheim-kleintierpraxis-gmbh-o51D5lJrJDXYiOOfb35-Kw,Vétérinaire
Veterinary Radiology Consulting - Nico Mauri,"Alte Stockstrasse 11b, 5022 Rombach",https://www.local.ch/fr/d/rombach/5022/veterinaire/veterinary-radiology-consulting-nico-mauri-ge8M7GGwLPEV-hUJmgObgQ,Vétérinaire
Vetmoesa SA,"Via Signù, 6537 Grono",https://www.local.ch/fr/d/grono/6537/veterinaire/vetmoesa-sa-9H3yt8lW-5rxJY6iZ56hSA,Vétérinaire
Vétos d'Enhaut Sàrl,"Route du Périsset 17, 1660 Château-d'Oex",https://www.local.ch/fr/d/chateau-doex/1660/veterinaire/vetos-d-enhaut-sarl-yVaguDILLVnX8oe6R4GVew,Vétérinaire
Dr. med. vet. Vrba Susanne,"Neudorfstrasse 2, 9240 Uzwil",https://www.local.ch/fr/d/uzwil/9240/veterinaire/dr-med-vet-vrba-susanne-HIA-krEi2Tzo_RyUHR-FOQ,Vétérinaire
Dr. med. vet. Kamber Graziana,"Fohlenweidstrasse 4, 8615 Wermatswil",https://www.local.ch/fr/d/wermatswil/8615/veterinaire/dr-med-vet-kamber-graziana-0UUyGcUcktp4lo0JJ6P8QA,Vétérinaire
petderm GmbH,"Birchernstrasse 18, 3145 Niederscherli",https://www.local.ch/fr/d/niederscherli/3145/veterinaire/petderm-gmbh-izOP-ATDKJYf8KQ2ZUooAg,Vétérinaire
Réseau de soins vétérinaires équins (RéSoVet Equins) SA,"Route de Bogis-Bossey 18, 1279 Chavannes-de-Bogis",https://www.local.ch/fr/d/chavannes-de-bogis/1279/veterinaire/reseau-de-soins-veterinaires-equins-resovet-equins-sa-ltHv2nC_mF7Js-fEsvEEdg,Vétérinaire
SOVET petits animaux SA,"Chemin de Champ-Vionnet 8, 1304 Cossonay-Ville",https://www.local.ch/fr/d/cossonay-ville/1304/veterinaire/sovet-petits-animaux-sa-qnKXjj9IWWSqcdm7fCtuiw,Vétérinaire
Tierarztpraxis Lindenacker GmbH,"Lindenackerstrasse 1A, 8360 Eschlikon TG",https://www.local.ch/fr/d/eschlikon-tg/8360/veterinaire/tierarztpraxis-lindenacker-gmbh-nPFZfeVdw54cTbTZ1_A-CA,Vétérinaire
Abegg Dietschweiler Erika und Peter,8507 Hörhausen,https://www.local.ch/fr/d/hoerhausen/8507/veterinaire/abegg-dietschweiler-erika-und-peter-pzkPxDuyy__w5JzIGVuPhw,Vétérinaire
ARCHE Tierärztliches Zentrum,"Gsteigstrasse 5, 3780 Gstaad",https://www.local.ch/fr/d/gstaad/3780/veterinaire/arche-tieraerztliches-zentrum-y5d9qyrTo_XxA8tSIcTSVw,Vétérinaire
Blaser Peter,"Kirchstrasse 89, 2540 Granges SO",https://www.local.ch/fr/d/granges-so/2540/veterinaire/blaser-peter-bbBEwEQ6nY5KRtW8y7Nhkg,Vétérinaire
Dr. med. vet. Fink Bruno,"Klarastrasse 30, 4600 Olten",https://www.local.ch/fr/d/olten/4600/veterinaire/dr-med-vet-fink-bruno-NMSu5eWR68H8LmOWE3A5cg,Vétérinaire
Gross- und Kleintierpraxis Im Laret,"Weidstrasse 16, 7265 Davos Wolfgang",https://www.local.ch/fr/d/davos-wolfgang/7265/veterinaire/gross-und-kleintierpraxis-im-laret-60UF23X1cfc8KZQpAz_AxQ,Vétérinaire
KLeintierpraxis Pabst und Theis GmbH,"Laurstrasse 7, 5200 Brugg AG",https://www.local.ch/fr/d/brugg-ag/5200/veterinaire/kleintierpraxis-pabst-und-theis-gmbh-X1bhmIx4X12lD_vKmUAwHg,Vétérinaire
Müller Andreas,"Eichstutz 9, 8634 Hombrechtikon",https://www.local.ch/fr/d/hombrechtikon/8634/veterinaire/mueller-andreas-YED4oXAzkPltOPyG327Gfg,Vétérinaire
Pferdepraxis Wohlfender Remy,"Dorfstrasse 5, 3205 Gümmenen",https://www.local.ch/fr/d/guemmenen/3205/veterinaire/pferdepraxis-wohlfender-remy-ayo0CFSe7bMOhycuJstDiA,Vétérinaire
Praxis 4 Pfoten Kleintierpraxis,"Schulweg 5, 2562 Port",https://www.local.ch/fr/d/port/2562/veterinaire/praxis-4-pfoten-kleintierpraxis-5qhlEu9O_7NiZcDJNNsOyA,Vétérinaire
TPOeschberg AG,"Bern-Zürichstrasse 2, 3425 Koppigen",https://www.local.ch/fr/d/koppigen/3425/veterinaire/tpoeschberg-ag-2ocE0F32F9o5UrMYWYMZDA,Vétérinaire
Tierarztpraxis Täuffelen,"Burrirain 25, 2575 Täuffelen",https://www.local.ch/fr/d/taeuffelen/2575/veterinaire/tierarztpraxis-taeuffelen-CV6LKpeYhIwYlxU12wwtyQ,Vétérinaire
achilles-vetclinic.ag,"Braunauerstrasse 828, 9512 RossrütiCase Postale, 9501 Wil SG 1",https://www.local.ch/fr/d/rossrueti/9512/veterinaire/achilles-vetclinic-ag-5f77dQV5imYD91gct1Sesw,Vétérinaire
Aeberhard Ueli,"Gmeindhusplatz 4, 5223 Riniken",https://www.local.ch/fr/d/riniken/5223/veterinaire/aeberhard-ueli-KkEIld19rf5WEE6n7rwlKg,Vétérinaire
ALLOVET Sàrl,"Chemin des Tilleuls 18, 2108 Couvet",https://www.local.ch/fr/d/couvet/2108/veterinaire/allovet-sarl-BwbKA-LIP5Er66fTqTio3w,Vétérinaire
Aloha Kleintierpraxis GmbH,"Lebernstrasse 11, 8309 Nürensdorf",https://www.local.ch/fr/d/nuerensdorf/8309/veterinaire/aloha-kleintierpraxis-gmbh-SwKpO8JPbJHZj-iCUqaFwQ,Vétérinaire
Amts-Tierarzt,"Brünigstrasse 38A, 3860 Meiringen",https://www.local.ch/fr/d/meiringen/3860/veterinaire/amts-tierarzt-7WlF2zXl_tRJX58BvKimQA,Vétérinaire
Cantonal,"Rue Dr César-Roux 37, 1014 Lausanne Adm cant VD",https://www.local.ch/fr/d/rue-caroline-1014-lausanne-adm-cant-vd/1014/veterinaire/cantonal-ghRL7AiQ9zNXP3ZXkCOhag,Vétérinaire
Cat'Pattes & Cie,"Avenue du Simplon 44, 1870 Monthey",https://www.local.ch/fr/d/monthey/1870/veterinaire/cat-pattes-cie-mTl-iDOybbJtqUpjNYP-1A,Vétérinaire
Cavalli Mauro,"Via Alfredo Pioda 31, 6600 Locarno",https://www.local.ch/fr/d/locarno/6600/veterinaire/cavalli-mauro-6UcWxGKGb_IRPNlV4G7oxQ,Vétérinaire
Chamot Françoise,"Chemin de Savoie 10, 1305 Penthalaz",https://www.local.ch/fr/d/penthalaz/1305/veterinaire/chamot-francoise-inSAimn4OP7-WLOaG3fSEg,Vétérinaire
Dr méd. vét. De Conto Christine,"Route de Nyon 4, 1196 Gland",https://www.local.ch/fr/d/gland/1196/veterinaire/dr-med-vet-de-conto-christine-z79NWU8dVTa5Ux7r1GSrQA,Vétérinaire
Delio Dandrea Veterinario,"Stradone Vecchio Sud 44, 6710 Biasca",https://www.local.ch/fr/d/biasca/6710/veterinaire/delio-dandrea-veterinario-v4j4BUvaRZbpRTJmdDI6Rg,Vétérinaire
Dr. med. vet. Dönz Marianne,"Dorfstrasse 30, 7405 Rothenbrunnen",https://www.local.ch/fr/d/rothenbrunnen/7405/veterinaire/dr-med-vet-doenz-marianne-rzIM1LQYbRI6uX2wMoWuCg,Vétérinaire
Dres. Lahoda Lothar u. Markus Staub,"Oberdorfstrasse 29, 4934 Madiswil",https://www.local.ch/fr/d/madiswil/4934/veterinaire/dres-lahoda-lothar-u-markus-staub-S9JcF1lY_NojcegmRtE-hg,Vétérinaire
Dr. med. vet. Dubacher Beat,"Kernserstrasse 29, 6060 Sarnen",https://www.local.ch/fr/d/sarnen/6060/veterinaire/dr-med-vet-dubacher-beat-LIR3OYRPFqRzmZpIQIH8gg,Vétérinaire
Dubath Marie-Laurence,"Chemin de la Charrettaz 12, 1094 Paudex",https://www.local.ch/fr/d/paudex/1094/veterinaire/dubath-marie-laurence-Js6gUCN5xyhfq6GjfE0xSA,Vétérinaire
Dr. med. vet. Düblin Peter,"Jupiterstrasse 1, 4123 Allschwil",https://www.local.ch/fr/d/allschwil/4123/veterinaire/dr-med-vet-dueblin-peter-3gAjMSHyWP16QJvb7eBI5A,Vétérinaire
Dr Dubosson Christoph,"Route de Soleure 12, 2072 St-Blaise",https://www.local.ch/fr/d/st-blaise/2072/veterinaire/dr-dubosson-christoph-UIKN1O9FYuSIr4ZZrbstGA,Vétérinaire
Dr. med. vet. Egger Ralph,"Halden 1, 9034 Eggersriet",https://www.local.ch/fr/d/eggersriet/9034/veterinaire/dr-med-vet-egger-ralph-HbSsxpo7y0XSLiiXur7rTQ,Vétérinaire
Egli Christoph,"Via San Gottardo 111, 6596 Gordola",https://www.local.ch/fr/d/gordola/6596/veterinaire/egli-christoph-ylBD0BTVHsCzQxv6KDdJxw,Vétérinaire
Girod Aude,"Chemin de la Forge 9, 1867 Ollon VD",https://www.local.ch/fr/d/ollon-vd/1867/osteopathie-pour-animaux/girod-aude-o_VfU-qjlRt2yFtCL8SRVg,Vétérinaire
Gross- und Kleintierpraxis Dr. med. vet. Hans Handel,"Via Giarsun 50, 7504 Pontresina",https://www.local.ch/fr/d/pontresina/7504/veterinaire/gross-und-kleintierpraxis-dr-med-vet-hans-handel-Oa_kBs5NdRQPuTDZjtrq8w,Vétérinaire
Gross- und Kleintierpraxis Malters AG,"Gartenstrasse 1, 6102 Malters",https://www.local.ch/fr/d/malters/6102/veterinaire/gross-und-kleintierpraxis-malters-ag-4p1nItrDAiP1YvP_zatMFw,Vétérinaire
Guerne Alain,"Chemin de l'Argile 3, 1293 Bellevue",https://www.local.ch/fr/d/bellevue/1293/veterinaire/guerne-alain-PjHek9g3Dh4YF7vApdUOgA,Vétérinaire
Gygax Manfred,"Dorfstrasse 34, 3472 Wynigen",https://www.local.ch/fr/d/wynigen/3472/veterinaire/gygax-manfred-667vCXtg0SWUojI_i6zQLA,Vétérinaire
Hagen Stefan,"Burgunderstrasse 5, 4153 Reinach BL",https://www.local.ch/fr/d/reinach-bl/4153/veterinaire/hagen-stefan-vwvoTjMs5v3e8oeO73fX5A,Vétérinaire
Hamburger Dirk,"Chemin des Kybourg 10, 1700 Fribourg",https://www.local.ch/fr/d/fribourg/1700/veterinaire/hamburger-dirk-Q25UxGUoZ3HpH4Yo8-9SgA,Vétérinaire
Dr. med. vet. Hasler Martin,"Tröxlegass 3, 9494 Schaan",https://www.local.ch/fr/d/schaan/9494/veterinaire/dr-med-vet-hasler-martin-oN0FM6n7hExXqA47pdIylA,Vétérinaire
haustierpraxis in baar,"Marktgasse 12, 6340 Baar",https://www.local.ch/fr/d/baar/6340/veterinaire/haustierpraxis-in-baar-0TSAZ9gDKbb8qNkUEpRuEw,Vétérinaire
Hurni Andreas,"Sagen 4, 6196 Marbach LU",https://www.local.ch/fr/d/marbach-lu/6196/veterinaire/hurni-andreas-lgR2J6PVwboX6CiG-Y-xyg,Vétérinaire
Dr. Hutter Stefan,"Thalacker 9, 3303 Zuzwil BE",https://www.local.ch/fr/d/zuzwil-be/3303/veterinaire/dr-hutter-stefan-83xP7MxFRTn8x_SEdpz3cA,Vétérinaire
Jaquier Grégoire,"Chemin des Troncs 9, 1063 Chapelle-sur-Moudon",https://www.local.ch/fr/d/chapelle-sur-moudon/1063/veterinaire/jaquier-gregoire-SG1GB8GWA3OS233bpJ5q6A,Vétérinaire
Kleintierklinik Tony Flury,"Amriswilerstrasse 82, 8589 Sitterdorf",https://www.local.ch/fr/d/sitterdorf/8589/veterinaire/kleintierklinik-tony-flury-Iqiho-IaetgtJSlf1NDq-Q,Vétérinaire
Kleintierpraxis A. Krasznai,"Seestrasse 194, 8810 Horgen",https://www.local.ch/fr/d/horgen/8810/veterinaire/kleintierpraxis-a-krasznai-dvW21NYGle_RDY5Wkdrx8Q,Vétérinaire
Kleintierpraxis Dr. Frauke Scherrer AG,"Frommhusen 391, 9205 Waldkirch",https://www.local.ch/fr/d/waldkirch/9205/veterinaire/kleintierpraxis-dr-frauke-scherrer-ag-EE0uy-mXblaN1RyCMuwUqw,Vétérinaire
Kleintierpraxis Dr. med. vet. Catrina Geret AG,"Promenade 106, 7270 Davos Platz",https://www.local.ch/fr/d/davos-platz/7270/veterinaire/kleintierpraxis-dr-med-vet-catrina-geret-ag-QBdWs0qzD4F3VJnASG-Q3g,Vétérinaire
Kleintierpraxis Elfenau GmbH,"Thunstrasse 83, 3006 Berne",https://www.local.ch/fr/d/berne/3006/veterinaire/kleintierpraxis-elfenau-gmbh-vX9VPzk-Z2Q3yBmSV5g4CA,Vétérinaire
Dr. med. vet. Kleintierpraxis Grünfeld,"Jupiterstrasse 1, 4123 Allschwil",https://www.local.ch/fr/d/allschwil/4123/veterinaire/dr-med-vet-kleintierpraxis-gruenfeld-IOaXs9DLqb-pXK6uJti_MA,Vétérinaire
Kleintierpraxis Letzi AG,"Letzigraben 176, 8047 Zurich",https://www.local.ch/fr/d/zurich/8047/veterinaire/kleintierpraxis-letzi-ag-bmRaftQ5xiEKk9cMd9QnWw,Vétérinaire
Kleintierpraxis Leu AG,"Bahnhofstrasse 41, 8803 Rüschlikon",https://www.local.ch/fr/d/rueschlikon/8803/veterinaire/kleintierpraxis-leu-ag--9tLTaJ4mmRPk1RDKakGCQ,Vétérinaire
Kleintierpraxis Lindenhof St.Gallen,"Goethestrasse 58, 9008 Saint-Gall",https://www.local.ch/fr/d/saint-gall/9008/veterinaire/kleintierpraxis-lindenhof-st-gallen-lZ4zAWq6bMXIy-461G8VtQ,Vétérinaire
Kleintierpraxis Löwenplatz GmbH,"Zürichstrasse 14, 6004 Lucerne",https://www.local.ch/fr/d/lucerne/6004/veterinaire/kleintierpraxis-loewenplatz-gmbh-z9gWzYEwr1rWm4R6nKVweQ,Vétérinaire
Kleintierpraxis Pfotenwohl Susanne Weiss,"Eugen-Huber-Strasse 40, 8048 Zurich",https://www.local.ch/fr/d/zurich/8048/veterinaire/kleintierpraxis-pfotenwohl-susanne-weiss-cBv55sK89Kqfg-AZa3YZXg,Vétérinaire
Kleintierpraxis Sägematt AG,"Sägemattstrasse 20, 3123 Belp",https://www.local.ch/fr/d/belp/3123/veterinaire/kleintierpraxis-saegematt-ag-gohZss8tN_-zkbtqVb7Zvg,Vétérinaire
Kleintierpraxis TierEGGe,"Forchstrasse 104, 8132 Egg b. Zürich",https://www.local.ch/fr/d/egg-b-zuerich/8132/veterinaire/kleintierpraxis-tieregge-le8PQeCkHzuGrGbclX3Ffg,Vétérinaire
Kleintierpraxis Wetzikon GmbH,"Dorfstrasse 4, 8620 Wetzikon ZH",https://www.local.ch/fr/d/wetzikon-zh/8620/veterinaire/kleintierpraxis-wetzikon-gmbh-rQeJlCpCnmxLuRoedf06Vg,Vétérinaire
Koch Tierärzte Klein- und Nutztierpraxis,"Alte Poststrasse 14, 5612 Villmergen",https://www.local.ch/fr/d/villmergen/5612/veterinaire/koch-tieraerzte-klein-und-nutztierpraxis-VScElY2-wHd7Dnvz1_lYYA,Vétérinaire
Dr. med. vet. Kuhn Daniel,"Bahnhofstrasse 37, 3427 Utzenstorf",https://www.local.ch/fr/d/utzenstorf/3427/veterinaire/dr-med-vet-kuhn-daniel-Li0_921joADnLscnha4vSg,Vétérinaire
Kurt Stefan,"Mühlegasse 5, 3770 Zweisimmen",https://www.local.ch/fr/d/zweisimmen/3770/veterinaire/kurt-stefan-CyciBsRdUqWUSMQ0W9gtsQ,Vétérinaire
Dr. med. vet. Landerer R. und K.,"Bahnhofstrasse 31, 8752 Näfels",https://www.local.ch/fr/d/naefels/8752/veterinaire/dr-med-vet-landerer-r-und-k-lsiXhz41Q7KyqZY7woR5ew,Vétérinaire
Dr. med. vet. Liesch Barbara,"Veia da Scola 3, 7451 Alvaschein",https://www.local.ch/fr/d/alvaschein/7451/veterinaire/dr-med-vet-liesch-barbara-3dRHHGE65sgWMZ8RdQ899w,Vétérinaire
Luzia Fischer Tierarztpraxis & Sterbebegleitung,"Sonnmattstrasse 3, 5022 Rombach",https://www.local.ch/fr/d/rombach/5022/veterinaire/luzia-fischer-tierarztpraxis-sterbebegleitung-ReFsjsiOdVrw_o9jyZ7C2A,Vétérinaire
Marmier Odile,"Avenue de Taillecou 1, 1162 St-Prex",https://www.local.ch/fr/d/st-prex/1162/veterinaire/marmier-odile-YlqOR_PvCuxo4Op8ao7PrQ,Vétérinaire
MarVet succ. de Monnier Florence 076 361 47 00,"Avenue Robert 18, 2052 Fontainemelon",https://www.local.ch/fr/d/fontainemelon/2052/veterinaire/marvet-succ-de-monnier-florence-076-361-47-00-R6lKHi49j_zIwsXCu8Yvvg,Vétérinaire
Meier Philippe,"Alte Vorstadt 27, 5072 Oeschgen",https://www.local.ch/fr/d/oeschgen/5072/veterinaire/meier-philippe-Zs8Fg4j4S3HercKfL80uxQ,Vétérinaire
Dr. med. vet. Meier Jürg,"Adetswilerstrasse 3A, 8344 Bäretswil",https://www.local.ch/fr/d/baeretswil/8344/veterinaire/dr-med-vet-meier-juerg-XHoHkcHcC7nx6oAs5JG3SA,Vétérinaire
Dr. med. vet. Meyer Heinz W.,"Gerberngasse 43, 3011 Berne",https://www.local.ch/fr/d/berne/3011/veterinaire/dr-med-vet-meyer-heinz-w-t71EwOm1CHBoBFgb8NYwMg,Vétérinaire
Mobile KleintierPraxis,"Brunngasse 10, 4463 Buus",https://www.local.ch/fr/d/buus/4463/veterinaire/mobile-kleintierpraxis-6ZGxaPwkUj90Ot-dATrX1A,Vétérinaire
Mobile Kleintierpraxis Benkler,"Blumenweg 3, 5036 Oberentfelden",https://www.local.ch/fr/d/oberentfelden/5036/veterinaire/mobile-kleintierpraxis-benkler-MEhA6ufCMAPH3gaHoiCG6w,Vétérinaire
Morend Christophe,"Ruelle du Collège 2, 1963 Vétroz",https://www.local.ch/fr/d/vetroz/1963/veterinaire/morend-christophe-d0iXYENDIePNcPdk3tl7fw,Vétérinaire
PetVet AG,"Zugerstrasse 5, 8805 Richterswil",https://www.local.ch/fr/d/richterswil/8805/veterinaire/petvet-ag-siwNQNYhJgd-uEM3JOfZqg,Vétérinaire
Pratique Equine Pujol SA,"Chemin de L.-Sache 1, 1042 Assens",https://www.local.ch/fr/d/assens/1042/veterinaire/pratique-equine-pujol-sa-et4i8FjZN0ENOokHzpdMog,Vétérinaire
PVM,"Rue du Nord 56, 2300 La Chaux-de-Fonds",https://www.local.ch/fr/d/la-chaux-de-fonds/2300/veterinaire/pvm-wEBpYZ0Lcw0Mv5Zkr3vI_g,Vétérinaire
Raymann Kurt,"Bifangstrasse 8, 8730 Uznach",https://www.local.ch/fr/d/uznach/8730/veterinaire/raymann-kurt-khMjEBHfJGqTAHqK53ok5A,Vétérinaire
Dr. med. vet. Rohdewald Martin,"Leimatt 10, 6317 Oberwil b. Zug",https://www.local.ch/fr/d/oberwil-b-zug/6317/veterinaire/dr-med-vet-rohdewald-martin-qj4inZwU6CFAj7gmAn-1MA,Vétérinaire
Dr. med. vet. Ruckstuhl Yvonne,"Obere Seestrasse 6, 8272 Ermatingen",https://www.local.ch/fr/d/ermatingen/8272/veterinaire/dr-med-vet-ruckstuhl-yvonne-freX04Zo_TPjZWRRphbi2w,Vétérinaire
Dr. med. vet. Rusch Josef,"Bernrainstrasse 5, 8280 Kreuzlingen",https://www.local.ch/fr/d/kreuzlingen/8280/veterinaire/dr-med-vet-rusch-josef-6ZwOP_X6MIC8X2gfohY_IA,Vétérinaire
Scheffel Daniela,"Rütegg 111D, 3619 Eriz",https://www.local.ch/fr/d/eriz/3619/veterinaire/scheffel-daniela-aPoTyZ093Ch0Eug1y00jAA,Vétérinaire
Dr méd. vét. Schmid Natacha,"Rue de l'Eglise Catholique 14, 1820 Montreux",https://www.local.ch/fr/d/montreux/1820/veterinaire/dr-med-vet-schmid-natacha-T5KWQ_M3dqMEJFm9oFcR-w,Vétérinaire
Schönau Vets AG,"Schönaumatt 1, 6044 Udligenswil",https://www.local.ch/fr/d/udligenswil/6044/veterinaire/schoenau-vets-ag-hamYJ30T5A6_e042UKpuYA,Vétérinaire
Service vétérinaire d'urgence pour petits animaux,"1009 PullyCase Postale, 1009 Pully",https://www.local.ch/fr/d/pully/1009/service-durgence/service-veterinaire-d-urgence-pour-petits-animaux-aT_CRv7LzTwxAB1VfeRfew,Vétérinaire
Studio Veterinario al Sole,"Via Solaro 2, 6900 Massagno",https://www.local.ch/fr/d/massagno/6900/veterinaire/studio-veterinario-al-sole-bfjblBughiJeSnlvj_GXqA,Vétérinaire
Studio Veterinario Borghetto SA,"Vicolo dr. U. Käppeli 4, 6512 Giubiasco",https://www.local.ch/fr/d/giubiasco/6512/veterinaire/studio-veterinario-borghetto-sa-ptbTZNLtRLSnls8A8nuOuw,Vétérinaire
Sumiswald Tierärzte AG,"Marktgasse 18, 3454 Sumiswald",https://www.local.ch/fr/d/sumiswald/3454/veterinaire/sumiswald-tieraerzte-ag-YR9NBtA-iayrzlsHnm3p0Q,Vétérinaire
SwissVets AG,"Kobiboden 57, 8840 Einsiedeln",https://www.local.ch/fr/d/einsiedeln/8840/veterinaire/swissvets-ag-FzPlIwyM74ZjjUb9gaObdA,Vétérinaire
SwissVets AG,"Kreuzstrasse 25, 6056 Kägiswil",https://www.local.ch/fr/d/kaegiswil/6056/veterinaire/swissvets-ag-15NZ1nPEDRZfxJsZIhIZWg,Vétérinaire
SwissVets AG,"Toggenburgerstrasse 35, 9500 Wil SG",https://www.local.ch/fr/d/wil-sg/9500/veterinaire/swissvets-ag-lHtU7J936Njjim1wb4Coxw,Vétérinaire
Telfser Frédéric,"Rue de Venengy 20, 1174 Montherod",https://www.local.ch/fr/d/montherod/1174/veterinaire/telfser-frederic-VLfogAyRevJY82dl0h6i7g,Vétérinaire
Tierarzt Buochs AG,"Ennetbürgerstrasse 38, 6374 Buochs",https://www.local.ch/fr/d/buochs/6374/veterinaire/tierarzt-buochs-ag-EIzxHuG8gEZBzRhNiVfqFA,Vétérinaire
Tierarzt Frei Patrick,"Scheuerweid, 8371 Busswil TG",https://www.local.ch/fr/d/busswil-tg/8371/veterinaire/tierarzt-frei-patrick-TjK8KY3vtBxzOFKcg3W3JA,Vétérinaire
Tierärzte Büchel + Schenk AG,"Nordstrasse 9, 9463 Oberriet SG",https://www.local.ch/fr/d/oberriet-sg/9463/veterinaire/tieraerzte-buechel-schenk-ag-QpouR1EySwDTOuGZFkNklQ,Vétérinaire
Tierärztezentrum Agy,"Route des Grives 8, 1763 Granges-Paccot",https://www.local.ch/fr/d/granges-paccot/1763/veterinaire/tieraerztezentrum-agy-L3aQ6MpI7ZUHLRLdO80LcQ,Vétérinaire
Tierärztlicher Notfalldienst,"4123 AllschwilCase Postale, 4123 Allschwil 1",https://www.local.ch/fr/d/allschwil/4123/service-durgence/tieraerztlicher-notfalldienst-Ut7msX5nhCMCumHoQ3DKSA,Vétérinaire
Tierarztpraxis Arche,"Sonnenrain 4, 6133 Hergiswil b. Willisau",https://www.local.ch/fr/d/dorfstrasse-6133-hergiswil-b-willisau/6133/veterinaire/tierarztpraxis-arche-kp2usjzYegTE8S49PCFaKA,Vétérinaire
Tierarztpraxis Balmer AG,"Beisatzgasse 480H, 3537 Eggiwil",https://www.local.ch/fr/d/eggiwil/3537/veterinaire/tierarztpraxis-balmer-ag-s91RAHy6eTaG6kDfc0UvAg,Vétérinaire
Tierarztpraxis Bärn West GmbH,"Abendstrasse 1, 3027 Berne",https://www.local.ch/fr/d/berne/3027/veterinaire/tierarztpraxis-baern-west-gmbh-hX3vivmMyzkyb9bzqYQvog,Vétérinaire
Tierarztpraxis Bollgut AG,"Worbstrasse 12, 3067 Boll",https://www.local.ch/fr/d/boll/3067/veterinaire/tierarztpraxis-bollgut-ag-6qnPegwzFQR4CWDoytHhRA,Vétérinaire
"Tierarztpraxis Ettingen, Dr. med. vet. Josiane Lauper","Hauptstrasse 30, 4107 Ettingen",https://www.local.ch/fr/d/ettingen/4107/veterinaire/tierarztpraxis-ettingen-dr-med-vet-josiane-lauper-Of1CUIAFa3Q825stBIFByg,Vétérinaire
Tierarztpraxis Ferenbach,"Ferenbacherstrasse 14, 8909 Zwillikon",https://www.local.ch/fr/d/zwillikon/8909/veterinaire/tierarztpraxis-ferenbach-20cZfcksvnWMMh57BDwyug,Vétérinaire
